genre,bars_confidence,bars_start,beats_confidence,beats_start,sections_confidence,sections_start,segments_confidence,segments_loudness_max,segments_loudness_max_time,segments_loudness_start,segments_pitches,segments_start,segments_timbre,songs,tatums_confidence,tatums_start,artist_terms,artist_terms_freq,artist_terms_weight,similar_artists,songs2,artist_mbtags,artist_mbtags_count,songs3
Rock,0.134971223,143.5007659,0.692535714,144.7830375,0.662727273,146.7445882,0.595161197,-10.99892761,0.04052751,-19.86548938,0.263374276,136.0772101,-4.454870495,NA,0.558496872,144.7836127,NA,0.423061916,0.499715887,NA,NA,NA,1.833333333,NA
Rap,0.025413793,58.31120448,0.496610169,61.84142797,0.407571429,51.18608857,0.712059965,-12.59807407,0.058455714,-24.73069665,0.440881687,62.05910624,4.910284098,NA,0.242992495,61.84166604,NA,0.412852207,0.560301938,NA,NA,NA,1,NA
Jazz,0.091946341,144.62335,0.50317497,145.6925523,0.5846875,147.27153,0.696212431,-18.77819591,0.041021353,-28.63618253,0.303359428,145.7369262,2.522302846,NA,0.488649453,145.7814799,NA,0.682064655,0.679108899,NA,NA,NA,NA,NA
Reggae,0.096844037,86.36612046,0.677038724,87.1550403,0.631375,94.876835,0.67406275,-13.38275167,0.047877824,-23.3120534,0.335974744,85.40470041,2.897392301,NA,0.530845103,87.05624399,NA,0.700778957,0.679283089,NA,NA,NA,1,NA
RnB,0.16656129,159.6847125,0.489565769,161.9025326,0.582066667,147.3988053,0.601904203,-12.33001955,0.060402444,-21.18712023,0.304804089,160.0049116,6.174613392,NA,0.399322504,161.7737213,NA,0.335369792,0.468455056,NA,NA,NA,1,NA
Rock,0.120177083,104.2670616,0.342792308,105.6215741,0.5557,89.934492,0.422598653,-9.00574591,0.054509788,-15.89251107,0.385755133,106.1306733,7.58609392,NA,0.277560334,105.5538032,NA,0.501669298,0.538183151,NA,NA,NA,1,NA
Rock,0.110063291,142.5931257,0.318062893,143.7275487,0.728181818,141.2386118,0.456320707,-8.810848485,0.065395972,-15.00731818,0.328956439,131.7730722,6.818414562,NA,0.143256491,143.7273704,NA,0.773098219,0.724448439,NA,NA,NA,NA,NA
Reggae,0.48068932,149.0463856,0.48068932,149.0463856,0.51725,178.4719088,0.565551064,-11.35155674,0.049565106,-18.94291844,0.363069385,156.4176356,4.702875946,NA,0.348722072,149.3691461,NA,0.69116452,0.747267284,NA,NA,NA,NA,NA
Rock,0.168147929,203.5664236,0.215950413,205.0181271,0.632857143,186.7455607,0.439673838,-14.44111728,0.050871096,-20.18035253,0.33099468,222.1149836,2.048814481,NA,0.220580874,204.8568169,NA,0.423022697,0.494669016,NA,NA,NA,1.454545455,NA
Rock,0.108375,57.27602139,0.373205479,58.25469815,0.6844,55.922086,0.363144092,-7.65143804,0.055473256,-12.16702305,0.441246638,52.83680841,4.90599976,NA,0.162881849,58.3534433,NA,0.406090677,0.492468665,NA,NA,NA,1.833333333,NA
Pop,0.098370787,106.2862676,0.489860335,107.1866105,0.477583333,109.6308833,0.624469285,-6.7834572,0.047380665,-15.83627694,0.392468278,106.3256717,9.094868077,NA,0.35418798,107.3366222,NA,0.439495528,0.517498237,NA,NA,NA,1,NA
Rock,0,109.2169893,0,109.2169893,0.8498,117.6081,0.442717949,-6.037562678,0.055858305,-12.1677792,0.421819444,85.97305942,9.389107194,NA,0.168806122,109.3031032,NA,0.496874898,0.66017191,NA,NA,NA,1,NA
Country,0.194765957,74.66194989,0.261843206,75.45344195,0.531428571,62.41278714,0.58073028,-14.68613232,0.116262595,-22.79067939,0.245170483,75.14933651,4.660465225,NA,0.261843206,75.45344195,NA,0.686809277,0.712652468,NA,NA,NA,1.4,NA
Rock,0.163968,214.6408064,0.200772846,214.8257091,0.530066667,202.930256,0.419368277,-15.75482133,0.07632464,-20.90913856,0.308491568,202.7387259,-0.133443254,NA,0.164401045,214.8273843,NA,0.371888597,0.473043542,NA,NA,NA,2,NA
Rap,0.160181818,101.6140159,0.545243942,102.6080769,0.678636364,96.98578182,0.758353862,-9.014313152,0.056466879,-21.09952818,0.390082811,101.3290562,7.114132568,NA,0.574004847,102.6909142,NA,0.6383055,0.660521124,NA,NA,NA,NA,NA
Rock,0.069509091,98.95956782,0.242716332,99.33261395,0.575333333,74.16770667,0.357030741,-4.278533454,0.0663317,-9.089981917,0.487242315,97.29882203,11.35354008,NA,0.090811429,99.47934924,NA,0.602104858,0.67908636,NA,NA,NA,NA,NA
Metal,0.134512097,154.5363324,0.173223116,154.854203,0.742307692,143.6445931,0.302517365,-7.72045509,0.070202575,-11.99300838,0.457358283,135.4424983,8.409095309,NA,0.06631407,154.7757927,NA,0.430118394,0.51506307,NA,NA,NA,1.571428571,NA
Rock,0.09639375,126.7199003,0.698268634,127.3147588,0.515727273,103.8571564,0.612777281,-12.73013596,0.044790286,-22.47259928,0.513424419,125.5239137,11.9700123,NA,0.507179487,127.3146557,NA,0.771780438,0.858167714,NA,NA,NA,1.285714286,NA
Rock,0.110462687,129.622514,0.407873606,130.8329042,0.578125,109.0180675,0.470649708,-11.41426355,0.043431168,-18.52115013,0.482943286,131.3863631,10.6671062,NA,0.415244424,130.7117068,NA,0.699808525,0.677631175,NA,NA,NA,1,NA
Punk,0.150062016,105.869619,0.372242308,106.9086811,0.608166667,87.25185083,0.355572464,-4.698933333,0.058805478,-9.096457971,0.455224638,97.85189178,7.324396377,NA,0.195725962,106.8052306,NA,0.394264346,0.538768024,NA,NA,NA,1.7,NA
Rock,0,64.09510827,0,64.09510827,0.443,58.58441375,0.641792857,-20.8363,0.078401821,-29.58236429,0.212727679,61.66287425,-7.959860417,NA,0.166624672,64.09420669,NA,0.698629539,0.680824842,NA,NA,NA,1,NA
Pop,0.088505882,130.4271097,0.663812865,131.3890291,0.577555556,122.39076,0.588246652,-10.9630971,0.053686853,-19.19117411,0.375118118,127.7660796,0.08449256,NA,0.663812865,131.3890291,NA,0.383666484,0.489727893,NA,NA,NA,1.25,NA
Jazz,0.115234694,117.1863884,0.939818182,117.4834623,0.455,112.594443,0.856028677,-13.60182701,0.035834727,-31.08019704,0.374572464,119.8892225,0.356975794,NA,0.994001264,117.4834962,NA,0.647702729,0.735067691,NA,NA,NA,NA,NA
Country,0.162887755,73.01934969,0.269364548,73.75976408,0.6045,71.80636667,0.601228228,-11.20174174,0.061877688,-19.62050601,0.351633759,71.60064727,7.502811812,NA,0.240759599,73.75989771,NA,0.285363422,0.413241746,NA,NA,NA,NA,NA
Rock,0.093702247,140.7804251,0.5548,141.1753246,0.764166667,114.0472092,0.452398268,-9.963103896,0.04469903,-15.79495238,0.378153102,137.1007406,3.556931169,NA,0.345871329,141.0766184,NA,0.358791531,0.522066014,NA,NA,NA,1,NA
Rock,0.140153005,178.6422577,0.291730245,179.3656946,0.546785714,163.9823364,0.255449204,-5.516689106,0.082727319,-9.454044064,0.405361791,164.4829109,7.190400857,NA,0.058617967,179.3644822,NA,0.725262259,0.733607859,NA,NA,NA,1,NA
Rock,0.209593617,100.1574677,0.209593617,100.1574677,0.679555556,79.59926333,0.285367347,-3.637027829,0.087017032,-7.607649351,0.450820656,105.9741758,7.829960111,NA,0.102246546,100.1571696,NA,0.458544572,0.503211054,NA,NA,NA,1.1,NA
Rock,0.188746711,85.33125671,0.188746711,85.33125671,0.647,41.939108,0.477372215,-4.134719528,0.048809554,-10.55058585,0.38344277,83.77926803,4.734011577,NA,0.338263158,85.51875349,NA,0.677736599,0.668126157,NA,NA,NA,NA,NA
Metal,0.12237931,113.0163013,0.235913408,114.8301719,0.398909091,91.08518636,0.360405814,-5.855365116,0.050216721,-11.60430349,0.463984787,117.5381838,9.037179264,NA,0.143887232,114.9372125,NA,0.443775245,0.517356016,NA,NA,NA,1.5,NA
Rock,0.086079545,87.9168875,0.466937853,88.66617556,0.612714286,84.49732286,0.499595281,-10.79002178,0.048706515,-17.0255735,0.405976255,84.75745967,14.80038143,NA,0.327309322,88.54121749,NA,0.733435662,0.799130583,NA,NA,NA,NA,NA
Rap,0.233934426,85.99418131,0.426302326,86.56616078,0.6298,69.288686,0.586531758,-12.53386263,0.064573427,-21.08025849,0.423860537,86.38248225,-0.951981782,NA,0.20229768,86.56570535,NA,0.551855132,0.726841213,NA,NA,NA,NA,NA
Rock,0.132161905,116.5156677,0.546985882,118.1784537,0.623111111,86.29659222,0.474802554,-10.98110216,0.043037328,-17.49729273,0.43052906,108.8707327,9.179713409,NA,0.24385,117.9704788,NA,0.445056702,0.493898663,NA,NA,NA,1.428571429,NA
Reggae,0.135,111.0159673,0.185088203,111.7553195,0.6215,98.848712,0.639444334,-7.317855865,0.053390398,-16.07871571,0.318532969,111.5471518,7.811294483,NA,0.185088203,111.7553195,NA,0.56480197,0.670789263,NA,NA,NA,NA,NA
Rock,0.07303937,167.5773113,0.683255361,168.8924269,0.4799375,126.982245,0.53879215,-14.33642462,0.051826574,-21.12874665,0.331442759,167.8273895,-0.312954877,NA,0.254167073,169.0568078,NA,0.496874898,0.66017191,NA,NA,NA,1,NA
Rap,0.091368421,114.7678162,0.366943601,116.2718665,0.643333333,92.32439222,0.887549601,-17.2531642,0.042474812,-36.50858723,0.443005511,118.8156337,15.00174819,NA,0.966931744,116.2718523,NA,0.704557256,0.760213985,NA,NA,NA,1,NA
Country,0.169128571,75.11215943,0.448168246,75.47237024,0.570375,65.41128625,0.725686347,-12.08017897,0.070673561,-22.58521587,0.30420941,76.61744666,10.21777199,NA,0.448168246,75.47237024,NA,0.678293094,0.700795525,NA,NA,NA,NA,NA
Metal,0.134635838,144.4133138,0.479594556,145.4549649,0.800428571,118.8587064,0.454942857,-7.118716571,0.05823384,-12.57411657,0.347858381,138.7384688,8.395356381,NA,0.255254116,145.4549878,NA,0.412193809,0.496141409,NA,NA,NA,1.714285714,NA
Rock,0.142827751,154.0858248,0.677805952,155.0072967,0.700181818,128.13064,0.588732327,-19.21338523,0.038456021,-26.26808975,0.250227032,155.3299987,2.823828568,NA,0.388281548,155.0995299,NA,0.711315787,0.74958786,NA,NA,NA,1,NA
Jazz,0.453218873,213.7208559,0.453218873,213.7208559,0.504,143.7848144,0.58590027,-21.0935,0.048473174,-29.30815364,0.278027347,215.6904016,-1.905224169,NA,0.129409567,213.8614552,NA,0.723444547,0.775847875,NA,NA,NA,1,NA
Rock,0.590201465,82.9313089,0.590201465,82.9313089,0.536625,75.5425475,0.568397959,-15.06308163,0.060519592,-22.00807143,0.325505811,81.66700536,3.53105513,NA,0.452853211,82.93103369,NA,0.695466672,0.686074913,NA,NA,NA,NA,NA
Rap,0.127965116,131.5058377,0.413395028,132.4955341,0.487166667,123.3148017,0.625492679,-9.376900086,0.055115478,-18.75415935,0.387215475,128.9733215,5.67731503,NA,0.118278085,132.2504192,NA,0.625070859,0.74823485,NA,NA,NA,NA,NA
Blues,0.20928022,152.64639,0.163291971,153.7697405,0.473769231,140.1902777,0.461403084,-13.38080396,0.052875826,-19.45385903,0.374018447,149.7150485,6.840978616,NA,0.211145073,153.9099545,NA,0.74753914,0.735133521,NA,NA,NA,1,NA
Pop,0.129076336,80.40383282,0.483624288,81.01631715,0.711,69.2462,0.575027027,-10.74814149,0.050303768,-18.26208585,0.404834261,79.62252572,10.31088858,NA,0.265094877,80.93977246,NA,0.749274299,0.770695942,NA,NA,NA,1,NA
Rap,0.075405229,129.0604702,0.075405229,129.0604702,0.3659,107.725188,0.815997543,-12.99905733,0.044941368,-30.04156511,0.376585313,125.5360894,7.373841387,NA,0.637106831,128.966591,NA,0.563869117,0.681587766,NA,NA,NA,NA,NA
Pop,0.106707547,111.907371,0.763349765,113.2362427,0.368111111,104.5561922,0.562012278,-7.449613915,0.053086003,-14.02781583,0.36914302,113.6928621,9.008669509,NA,0.432923709,113.3690362,NA,0.48989372,0.560094546,NA,NA,NA,1.4,NA
Electronic,0.181786611,163.5121747,0.566884134,164.0279341,0.614066667,153.2743827,0.59823831,-7.516828732,0.036751166,-18.04978648,0.414202864,166.6927598,9.535177465,NA,0.555062663,164.0277765,NA,0.280519478,0.460563029,NA,NA,NA,1,NA
Jazz,0.36935503,92.3611431,0.36935503,92.3611431,0.722857143,68.64555286,0.620944373,-19.28959767,0.042900103,-27.85019017,0.291962376,95.41956836,-0.177130336,NA,0.136914116,92.36085607,NA,0.699327587,0.734768496,NA,NA,NA,NA,NA
Rock,0.286013158,38.03804829,0.649017241,38.35896901,0.76725,29.0492225,0.445936937,-25.19008108,0.044327598,-30.84259159,0.317801552,40.17187255,-17.7376001,NA,0.272275862,38.27867052,NA,0.768534273,0.740775377,NA,NA,NA,NA,NA
Pop,0.079781022,143.1329585,0.793842105,144.7104481,0.426909091,118.4942482,0.722181518,-7.173376238,0.048129769,-18.26120957,0.371376994,145.2286371,11.76994795,NA,0.76045735,144.5790862,NA,0.369500474,0.569330948,NA,NA,NA,1,NA
Rock,0.297839552,174.3890724,0.297839552,174.3890724,0.583166667,129.1755892,0.50117189,-10.18663533,0.048868623,-16.57784425,0.295495806,172.9874588,4.01430975,NA,0.138931002,174.2243566,NA,0.756847701,0.761009673,NA,NA,NA,NA,NA
Rock,0.196064516,36.40441548,0.519440945,37.58692646,0.6206,33.901944,0.393337931,-12.81473793,0.103248069,-18.31741379,0.253911494,34.64879283,3.79940977,NA,0.168378906,37.73534039,NA,0.559961175,0.616712016,NA,NA,NA,NA,NA
Rap,0.111796154,167.6612869,0.573146411,168.6326248,0.6246,166.924567,0.726483448,-11.7891,0.049481007,-22.55460138,0.420407184,162.7142006,5.462978966,NA,0.318882353,168.632803,NA,0.537091335,0.696004507,NA,NA,NA,NA,NA
NewAge,0.109808989,142.684119,0.674679121,145.2139492,0.506333333,134.4893453,0.543082811,-17.29459222,0.052749498,-23.99571769,0.217713404,144.4889821,-10.28879757,NA,0.344257143,145.3738408,NA,0.71000417,0.775385467,NA,NA,NA,NA,NA
Rock,0.170289017,149.6048884,0.241144092,150.2575853,0.6136,103.498642,0.193560976,-5.162690432,0.119298311,-8.295444653,0.502812539,142.6355872,9.385859443,NA,0.075392369,150.2580706,NA,0.81996544,0.791443631,NA,NA,NA,NA,NA
Country,0.123386792,80.41302009,0.435831776,81.36257998,0.600666667,91.88828167,0.693707948,-16.25773567,0.068634344,-26.67908133,0.282809304,81.16799503,3.439646796,NA,0.228153216,81.36252612,NA,0.557162958,0.598216168,NA,NA,NA,NA,NA
Rock,0.118084337,108.8682464,0.424381381,110.1884182,0.772,65.950548,0.375698077,-4.088115385,0.050998231,-9.161601923,0.404454968,94.90491846,7.369749199,NA,0.108985746,110.0234906,NA,0.381322792,0.464596141,NA,NA,NA,NA,NA
Jazz,0.074067961,129.7288904,0.329390244,129.8470058,0.5013,134.483541,0.495856975,-21.3314959,0.061862169,-28.10748886,0.294995506,134.8781714,-2.116518757,NA,0.106136041,129.9782792,NA,0.718870644,0.716928692,NA,NA,NA,NA,NA
RnB,0.107405172,150.5859611,0.576857143,152.5285092,0.480857143,140.8497336,0.517186486,-13.55395405,0.049478883,-20.57181171,0.386320495,152.5999689,1.474924399,NA,0.239494928,152.528539,NA,0.72728424,0.764677223,NA,NA,NA,NA,NA
Rap,0.137465753,72.6344863,0.461606061,74.13409215,0.491125,53.80615625,0.586154664,-6.142846517,0.040619457,-15.62030342,0.477169815,72.62782456,5.420762003,NA,0.329767089,74.13411188,NA,0.754246934,0.735983559,NA,NA,NA,2,NA
Metal,0.169443114,105.9425266,0.439247392,106.2614365,0.572909091,88.96094,0.366501868,-3.781176837,0.058740199,-9.088672478,0.427285596,104.7673092,11.36339518,NA,0.198681818,106.1821157,NA,0.495321781,0.556982123,NA,NA,NA,1,NA
Rap,0.064306452,83.71043371,0.779498008,85.064789,0.536142857,80.71804429,0.736420986,-14.6615196,0.048198673,-26.48089886,0.431317952,84.68990827,6.00486378,NA,0.47939521,85.06479772,NA,0.720871113,0.773600632,NA,NA,NA,NA,NA
Rock,0.146492347,244.8479325,0.447339911,245.1556272,0.695684211,218.1833237,0.452570093,-14.39522928,0.046555651,-20.00244486,0.396629128,265.404505,2.393619107,NA,0.152027371,245.0780754,NA,0.741369172,0.715859052,NA,NA,NA,1.111111111,NA
Rock,0.103804511,132.4760023,0.329091418,133.1793676,0.752666667,108.9284722,0.605560155,-12.44069987,0.055693195,-20.76843984,0.267361686,124.7446393,4.901448254,NA,0.33564986,133.1823806,NA,0.518008366,0.586366723,NA,NA,NA,1,NA
World,0.142690265,138.3860252,0.201495614,139.907315,0.6798,120.498256,0.654996441,-8.09336121,0.05936331,-17.58984964,0.419734875,142.6143178,9.208891014,NA,0.556656079,139.9067931,NA,0.705831432,0.715720409,NA,NA,NA,NA,NA
RnB,0.175913978,123.7549317,0.533064935,125.5758347,0.422384615,109.7682515,0.702460334,-10.38542484,0.056154593,-21.14488622,0.364337248,125.0342903,7.646353514,NA,0.475145266,125.5762129,NA,0.388966897,0.506605432,NA,NA,NA,1,NA
Metal,0.138017964,133.1579748,0.379440476,134.1584481,0.523928571,115.4365886,0.30702439,-4.445635366,0.051622902,-9.041437805,0.399268801,133.6431191,7.658188923,NA,0.177384673,134.2584146,NA,0.395990626,0.582228953,NA,NA,NA,1,NA
Rock,0.146301075,84.59338656,0.446272727,85.73353914,0.619,58.96001222,0.404902041,-7.550626531,0.058683673,-12.68855714,0.389729422,82.12738173,7.397467687,NA,0.188185829,85.61945239,NA,0.851747668,0.830132089,NA,NA,NA,NA,NA
RnB,0.31455416,140.645344,0.31455416,140.645344,0.623133333,118.0700567,0.455369637,-17.97689989,0.072571826,-24.0069769,0.299654657,143.3602431,3.031028878,NA,0.229280784,140.6462245,NA,0.646970721,0.734958002,NA,NA,NA,NA,NA
Rock,0.140691099,172.0323204,0.422348564,172.7062816,0.645833333,146.6685983,0.50977881,-9.689736989,0.062117351,-15.80118587,0.275423172,170.3842344,3.222967704,NA,0.292770085,172.7065825,NA,0.362775776,0.510354854,NA,NA,NA,1.111111111,NA
Rock,0.127582524,86.30178214,0.379361446,87.14262487,0.489875,76.40393625,0.306174004,-4.669004193,0.051716331,-8.834727463,0.365446191,83.73240021,7.255189029,NA,0.179810615,87.1426955,NA,0.452299197,0.529323168,NA,NA,NA,1.8,NA
Folk,0.24152381,123.0518939,0.392627244,123.5736602,0.598636364,110.2595518,0.413775808,-11.6449708,0.048079812,-17.46840146,0.346848019,132.3563398,6.51778415,NA,0.163668074,123.5736703,NA,0.620021531,0.710104391,NA,NA,NA,1,NA
Latin,0.124263158,127.95597,0.31403268,129.0797553,0.4831,118.083739,0.626203526,-6.961832532,0.054020296,-16.4119359,0.332265558,130.7419869,14.26996481,NA,0.324260609,129.1500089,NA,0.657080485,0.688273745,NA,NA,NA,NA,NA
Rock,0.103990826,106.1319913,0.839266968,107.344762,0.525125,92.31256,0.658372941,-15.30966471,0.047187212,-25.13484588,0.384034608,105.8002036,6.739089314,NA,0.603465459,107.3447295,NA,0.815629239,0.836765576,NA,NA,NA,1.222222222,NA
Rock,0.134688889,109.6867669,0.421808824,110.7092139,0.649909091,98.85081,0.36605516,-9.752108541,0.074005,-14.25298221,0.42864739,102.4612837,7.484566429,NA,0.107757353,110.6071991,NA,0.667621997,0.746975369,NA,NA,NA,1,NA
Rock,0.130322581,231.8362041,0.059569301,233.3916366,0.547,219.7001957,0.349600492,-9.797639869,0.072766866,-14.354379,0.354227782,233.9658247,0.822387886,NA,0.139883228,233.38963,NA,0.410716983,0.467778394,NA,NA,NA,1.2,NA
Blues,0.620532075,91.93913789,0.620532075,91.93913789,0.4296,89.929912,0.622317073,-27.67449826,0.063561934,-35.8920122,0.337202816,90.99996861,-6.650050377,NA,0.237767486,91.94029794,NA,0.610913752,0.677911048,NA,NA,NA,1,NA
Pop,0.092344262,83.69683279,0.571369478,85.75182695,0.481,73.83742143,0.57194494,-6.049950893,0.064285565,-13.60551637,0.350662326,85.41654027,9.613455109,NA,0.282744467,85.75248229,NA,0.782675465,0.801267644,NA,NA,NA,1,NA
Blues,0.144676259,132.572411,0,133.8327554,0.3805,115.607825,0.582667408,-14.35247942,0.055381001,-22.65160623,0.313148776,132.1983895,5.44211726,NA,0.327653207,133.9909589,NA,0.594055242,0.647481271,NA,NA,NA,NA,NA
Rock,0.137561151,165.1859395,0.241946714,167.2719455,0.65125,140.5262108,0.29714,-8.904692727,0.134111491,-12.84716727,0.385477121,148.3493089,6.695392576,NA,0.074393428,167.1253266,NA,0.482526159,0.603533381,NA,NA,NA,1.571428571,NA
RnB,0.621293447,112.8495813,0.621293447,112.8495813,0.592444444,103.8555078,0.58251706,-13.01009711,0.061253031,-20.55898425,0.387302275,111.4234935,4.232805774,NA,0.366400285,113.0107058,NA,0.790428006,0.835252775,NA,NA,NA,1,NA
Reggae,0.155147059,122.3021729,0.801983051,123.4982807,0.542777778,121.1400967,0.729501481,-14.23265054,0.052783998,-26.35335439,0.36405232,125.2848256,11.01812298,NA,0.826408485,123.4982128,NA,0.680779475,0.713462544,NA,NA,NA,1,NA
Latin,0.078648649,137.4498171,0.66976392,139.3055065,0.55625,149.0376242,0.714659985,-12.03309577,0.042680193,-23.26065256,0.371489668,138.3913088,16.42879764,NA,0.541369214,139.3054943,NA,0.389573506,0.517588043,NA,NA,NA,NA,NA
Metal,0.265931559,134.227377,0.070412137,134.5661965,0.5495,102.902784,0.377031297,-11.42290611,0.063655007,-16.78545604,0.447486463,121.2939252,0.986655614,NA,0.101639697,134.6511601,NA,0.548857837,0.561141103,NA,NA,NA,1,NA
Latin,0.130744493,138.6580893,0.31050989,139.1118178,0.672428571,131.2221436,0.682474632,-7.381139935,0.053736997,-17.92281342,0.312997272,140.5651094,10.77300471,NA,0.343436813,139.187755,NA,0.605185934,0.665639986,NA,NA,NA,NA,NA
